"Exercício";"Programa";"Objetivo";"Objetivo Específico";"Entrega";"Indicador";"Meta da Entrega";"Meta Cumulativa";"Valor esperado - 1º ano PPA";"Valor esperado - 2º ano PPA";"Valor esperado - 3º ano PPA";"Meta Final PPA";
2024;"5837";"1325";"0468";"1582";10831;"06V8";"Sim";0,00;10,00;20,00;30,00;
2024;"5837";"1325";"0468";"1584";10833;"06V5";"Sim";10,00;20,00;30,00;40,00;
2024;"4101";"1265";"0047";"0050";8868;"06DN";"Sim";27,50;30,00;32,50;35,00;
2024;"4101";"1265";"0047";"0051";8869;"06DO";"Sim";59,50;62,00;64,50;67,00;
2024;"3107";"1294";"0052";"0121";8941;"06GM";"Não";13,50;14,75;15,00;15,00;
2024;"3107";"1294";"0052";"0122";9439;"06GO";"Não";38,00;39,00;42,00;49,00;
2024;"3107";"1294";"0052";"3210";12626;"07TE";"Não";15,00;15,00;15,00;15,00;
2024;"3107";"1294";"0052";"3211";12630;"07TI";"Não";0,00;0,00;0,00;0,00;
2024;"3107";"1294";"0052";"3212";12632;"07TK";"Não";34,00;0,00;0,00;0,00;
2024;"3107";"1294";"0052";"3213";12636;"07TO";"Não";28,00;0,00;0,00;0,00;
2024;"3107";"1294";"0052";"3260";12628;"07TG";"Não";0,00;0,00;0,00;0,00;
2024;"3107";"1294";"0052";"3261";12629;"07TH";"Não";29,00;43,00;28,00;0,00;
2024;"3107";"1294";"0052";"3262";12631;"07TJ";"Não";29,00;29,00;12,00;0,00;
2024;"3107";"1294";"0052";"3263";12633;"07TL";"Não";40,00;20,00;0,00;0,00;
2024;"3107";"1294";"0052";"3264";12634;"07TM";"Não";0,00;49,00;50,00;0,00;
2024;"3107";"1294";"0052";"3265";12635;"07TN";"Não";0,00;30,00;40,00;30,00;
2024;"3107";"1294";"0052";"3274";12627;"07TF";"Não";0,00;0,00;0,00;0,00;
2024;"3107";"1294";"0053";"2382";11745;"0703";"Não";105,00;150,00;150,00;150,00;
2024;"3107";"1294";"0053";"2378";11740;"0700";"Não";17.097.603,00;17.439.555,00;17.788.346,00;18.144.113,21;
2024;"4101";"1265";"0021";"0025";8803;"053K";"Não";99,70;99,70;99,70;99,70;
2024;"4101";"1265";"0021";"0026";8804;"05SG";"Não";50,00;55,00;60,00;65,00;
2024;"5129";"1249";"0002";"0001";8766;"055Y";"Sim";50,00;100,00;100,00;100,00;
2024;"5129";"1249";"0002";"0420";9293;"055Z";"Não";19,00;13,00;6,00;6,00;
2024;"5129";"1249";"0002";"0421";9295;"0561";"Não";2,00;2,00;2,00;2,00;
2024;"5116";"1250";"0003";"0304";9143;"063E";"Não";22,00;26,00;30,00;34,00;
2024;"5116";"1250";"0003";"0308";9148;"063F";"Não";1.200.000,00;1.500.000,00;1.700.000,00;2.000.000,00;
2024;"5116";"1250";"0003";"0312";9155;"063G";"Não";22,00;24,00;27,00;30,00;
2024;"5116";"1250";"0003";"0316";9159;"063H";"Não";300.000,00;330.000,00;363.000,00;399.300,00;
2024;"5116";"1250";"0003";"0326";9170;"063I";"Não";22.000,00;24.200,00;26.620,00;29.282,00;
2024;"3108";"1252";"0004";"0003";8770;"06WE";"Sim";12,00;24,00;36,00;48,00;
2024;"3108";"1252";"0004";"0005";8773;"06WI";"Sim";165,00;367,00;541,00;715,00;
2024;"3108";"1252";"0004";"0068";8874;"06WJ";"Não";99,00;99,00;99,00;100,00;
2024;"3108";"1252";"0004";"2363";11726;"06ZD";"Sim";100,00;200,00;300,00;400,00;
2024;"4104";"1254";"0005";"0004";8772;"06NB";"Não";1.944,00;2.041,00;2.143,00;2.251,00;
2024;"6112";"1261";"0008";"0724";9650;"059J";"Sim";65,00;67,00;69,00;71,00;
2024;"6112";"1261";"0008";"0736";10419;"05GM";"Sim";76,00;77,00;78,00;80,00;
2024;"6112";"1261";"0008";"1989";11311;"05RJ";"Sim";25,00;30,00;40,00;50,00;
2024;"6112";"1261";"0008";"2018";11347;"05X3";"Sim";20,00;30,00;40,00;50,00;
2024;"1144";"1255";"0007";"0006";8775;"06AD";"Não";19,00;9,00;10,00;11,00;
2024;"1144";"1255";"0007";"0041";8826;"06AM";"Não";9,95;11,79;13,60;15,35;
2024;"3101";"1262";"0009";"0114";8914;"06LF";"Não";7.385,00;7.385,00;7.385,00;7.385,00;
2024;"3108";"1252";"0020";"0012";8787;"06WM";"Sim";5,00;10,00;15,00;20,00;
2024;"3108";"1252";"0020";"0013";8788;"06WL";"Não";0,00;0,00;0,00;1,00;
2024;"3108";"1252";"0020";"0016";8793;"06WN";"Sim";33.100,00;38.800,00;44.300,00;44.300,00;
2024;"3108";"1252";"0020";"0017";8794;"06WO";"Sim";35,00;40,00;45,00;50,00;
2024;"3108";"1252";"0020";"0018";8795;"064N";"Sim";27,00;54,00;79,00;100,00;
2024;"3108";"1252";"0020";"0021";8799;"06WP";"Sim";250,00;500,00;750,00;1.000,00;
2024;"3108";"1252";"0020";"0022";8800;"06WQ";"Sim";75,00;150,00;225,00;300,00;
2024;"3108";"1252";"0020";"0023";8801;"06WR";"Sim";200,00;400,00;600,00;800,00;
2024;"2318";"1263";"0023";"1760";11037;"061R";"Sim";0,68;0,70;0,72;0,75;
2024;"2318";"1263";"0023";"1831";11129;"061W";"Não";100,00;100,00;100,00;100,00;
2024;"2318";"1263";"0023";"2022";11350;"05Z3";"Não";100,00;100,00;100,00;100,00;
2024;"3101";"1262";"0011";"0044";8956;"06N3";"Não";8.859,75;6.384,96;4.790,97;219,85;
2024;"3101";"1262";"0011";"2246";11609;"06N6";"Sim";2,00;5,00;10,00;15,00;
2024;"3101";"1262";"0011";"3185";12558;"07RJ";"Não";13,00;0,00;0,00;0,00;
2024;"3101";"1262";"0011";"3186";12559;"07RK";"Não";39,00;0,00;0,00;0,00;
2024;"3101";"1262";"0011";"3187";12560;"07RL";"Não";35,00;0,00;0,00;0,00;
2024;"3101";"1262";"0011";"3188";12561;"07RM";"Não";36,00;20,00;0,00;0,00;
2024;"3101";"1262";"0011";"3189";12562;"07RN";"Não";13,00;0,00;0,00;0,00;
2024;"3101";"1262";"0011";"3218";12563;"07RO";"Não";31,00;31,00;31,00;0,00;
2024;"3101";"1262";"0011";"3219";12564;"07RP";"Não";20,00;20,00;20,00;20,00;
2024;"3101";"1262";"0012";"0040";9124;"06LU";"Não";5.893,90;3.165,80;1.520,82;4.775,20;
2024;"3101";"1262";"0012";"3190";12565;"07RQ";"Não";20,00;0,00;0,00;0,00;
2024;"3101";"1262";"0012";"3191";12566;"07RR";"Não";11,00;0,00;0,00;0,00;
2024;"3101";"1262";"0012";"3192";12567;"07RS";"Não";20,00;0,00;0,00;0,00;
2024;"3101";"1262";"0012";"3193";12568;"07RT";"Não";9,00;0,00;0,00;0,00;
2024;"3101";"1262";"0012";"3194";12569;"07RU";"Não";34,00;25,00;0,00;0,00;
2024;"3101";"1262";"0012";"3195";12570;"07RV";"Não";0,00;0,00;0,00;0,00;
2024;"3101";"1262";"0012";"3196";12571;"07RW";"Não";15,00;0,00;0,00;0,00;
2024;"3101";"1262";"0012";"3197";12572;"07RX";"Não";44,00;44,00;11,00;0,00;
2024;"3101";"1262";"0012";"3198";12573;"07RY";"Não";26,00;6,00;0,00;0,00;
2024;"3101";"1262";"0012";"3220";12574;"07RZ";"Não";100,00;0,00;0,00;0,00;
2024;"3101";"1262";"0012";"3221";12575;"07S0";"Não";100,00;0,00;0,00;0,00;
2024;"3101";"1262";"0012";"3222";12576;"07S1";"Não";100,00;0,00;0,00;0,00;
2024;"3101";"1262";"0012";"3223";12577;"07S2";"Não";100,00;0,00;0,00;0,00;
2024;"3101";"1262";"0012";"3224";12578;"07S3";"Não";100,00;0,00;0,00;0,00;
2024;"3101";"1262";"0012";"3225";12579;"07S4";"Não";100,00;0,00;0,00;0,00;
2024;"3101";"1262";"0012";"3226";12580;"07S5";"Não";100,00;0,00;0,00;0,00;
2024;"3101";"1262";"0012";"3227";12581;"07S6";"Não";100,00;0,00;0,00;0,00;
2024;"3101";"1262";"0012";"3228";12582;"07S7";"Não";100,00;0,00;0,00;0,00;
2024;"3101";"1262";"0012";"3229";12583;"07S8";"Não";100,00;0,00;0,00;0,00;
2024;"3101";"1262";"0012";"3230";12584;"07S9";"Não";100,00;0,00;0,00;0,00;
2024;"3101";"1262";"0012";"3231";12585;"07SA";"Não";100,00;0,00;0,00;0,00;
2024;"3101";"1262";"0012";"3232";12586;"07SB";"Não";100,00;0,00;0,00;0,00;
2024;"3101";"1262";"0012";"3233";12587;"07SC";"Não";100,00;0,00;0,00;0,00;
2024;"3101";"1262";"0012";"3234";12588;"07SD";"Não";50,00;0,00;0,00;0,00;
2024;"3101";"1262";"0012";"3235";12589;"07SE";"Não";50,00;0,00;0,00;0,00;
2024;"3101";"1262";"0012";"3236";12590;"07SF";"Não";50,00;0,00;0,00;0,00;
2024;"3101";"1262";"0012";"3237";12591;"07SG";"Não";50,00;0,00;0,00;0,00;
2024;"3101";"1262";"0012";"3238";12592;"07SH";"Não";50,00;0,00;0,00;0,00;
2024;"3101";"1262";"0012";"3239";12593;"07SI";"Não";50,00;0,00;0,00;0,00;
2024;"3101";"1262";"0012";"3240";12594;"07SJ";"Não";50,00;0,00;0,00;0,00;
2024;"3101";"1262";"0012";"3241";12595;"07SK";"Não";50,00;0,00;0,00;0,00;
2024;"3101";"1262";"0012";"3242";12596;"07SL";"Não";50,00;0,00;0,00;0,00;
2024;"3101";"1262";"0012";"3243";12597;"07SM";"Não";50,00;0,00;0,00;0,00;
2024;"3101";"1262";"0012";"3244";12598;"07SN";"Não";50,00;0,00;0,00;0,00;
2024;"3101";"1262";"0012";"3245";12599;"07SO";"Não";50,00;0,00;0,00;0,00;
2024;"3101";"1262";"0012";"3246";12600;"07SP";"Não";0,00;13,00;50,00;37,00;
2024;"3101";"1262";"0012";"3247";12601;"07SQ";"Não";0,00;8,00;52,00;39,00;
2024;"3101";"1262";"0012";"3248";12602;"07SR";"Não";0,00;1,00;57,00;42,00;
2024;"3101";"1262";"0012";"3249";12603;"07SS";"Não";0,00;0,00;0,00;0,00;
2024;"3101";"1262";"0012";"3268";12604;"07ST";"Não";0,00;0,00;0,00;0,00;
2024;"2322";"1256";"0014";"2772";12135;"07DX";"Não";56,00;19,00;4,00;4,00;
2024;"2322";"1256";"0014";"2806";12171;"07F1";"Não";1.900.000.000,00;1.900.000.000,00;2.200.000.000,00;800.000.000,00;
2024;"4101";"1265";"0024";"0028";8807;"05SK";"Não";2,00;2,00;2,00;2,00;
2024;"4101";"1265";"0024";"0029";8808;"05SN";"Não";4,00;4,00;4,00;4,00;
2024;"4101";"1265";"0024";"0030";8809;"05SR";"Sim";87,50;87,50;87,50;93,75;
2024;"4101";"1265";"0025";"0031";8811;"05T1";"Não";700,00;800,00;900,00;1.000,00;
2024;"5662";"1268";"0026";"0032";10333;"06D8";"Não";40,00;40,00;40,00;40,00;
2024;"5662";"1268";"0026";"0116";10327;"06D9";"Não";1,00;0,00;1,00;2,00;
2024;"5662";"1268";"0026";"0166";10337;"06DD";"Não";3,00;3,00;3,00;10,00;
2024;"5662";"1268";"0026";"0167";10338;"06DE";"Não";1,00;1,00;1,00;1,00;
2024;"5662";"1268";"0027";"0101";10354;"06DG";"Não";5,00;5,00;5,00;5,00;
2024;"5662";"1268";"0027";"0171";10356;"06SZ";"Não";10,00;10,00;10,00;10,00;
2024;"5662";"1268";"0027";"0178";10392;"06NZ";"Não";15,00;30,00;30,00;100,00;
2024;"5662";"1268";"0027";"0181";10401;"06TW";"Não";10,00;10,00;10,00;10,00;
2024;"5662";"1268";"0027";"0182";10403;"06UV";"Não";10,00;10,00;10,00;10,00;
2024;"5662";"1268";"0027";"1330";10415;"06RX";"Sim";24,00;36,00;48,00;60,00;
2024;"5123";"1280";"0028";"0034";8823;"053P";"Não";12.847,00;9.197,00;5.551,00;1.904,00;
2024;"5123";"1280";"0028";"0038";8824;"05KF";"Sim";530,00;690,00;695,00;710,00;
2024;"5123";"1280";"0028";"0039";8825;"053Q";"Sim";20,00;20,00;20,00;20,00;
2024;"3103";"1272";"0029";"0036";9287;"06GF";"Não";2,44;2,48;2,49;2,59;
2024;"3103";"1272";"0029";"3202";12614;"07T2";"Não";16,00;16,00;16,00;16,00;
2024;"3103";"1272";"0029";"3252";12616;"07T4";"Não";37,00;62,00;1,00;0,00;
2024;"3103";"1272";"0029";"3271";12615;"07T3";"Não";0,00;54,00;46,00;0,00;
2024;"3103";"1272";"0031";"0033";9445;"06HN";"Não";1,00;0,00;1,00;;
2024;"3103";"1272";"0031";"0035";9449;"06HQ";"Não";2,70;7,80;4,10;1,40;
2024;"3103";"1272";"0031";"3205";12613;"07T1";"Não";15,00;15,00;15,00;15,00;
2024;"3103";"1272";"0031";"3206";12612;"07T0";"Não";14,00;14,00;0,00;0,00;
2024;"3103";"1272";"0031";"3207";12611;"07SZ";"Não";16,00;16,00;0,00;0,00;
2024;"3103";"1272";"0031";"3208";12610;"07SY";"Não";20,00;20,00;20,00;20,00;
2024;"3103";"1272";"0031";"3209";12609;"07SX";"Não";14,00;1,00;0,00;0,00;
2024;"3103";"1272";"0031";"3272";12608;"07SW";"Não";0,00;0,00;0,00;0,00;
2024;"3103";"1272";"0031";"3273";12607;"07SV";"Não";0,00;0,00;0,00;0,00;
2024;"6113";"1276";"0032";"0049";8841;"053R";"Sim";60,00;70,00;80,00;80,00;
2024;"6113";"1276";"0032";"0865";9828;"068H";"Não";100,00;100,00;100,00;100,00;
2024;"6113";"1276";"0032";"1222";10289;"05FK";"Não";70,00;70,00;70,00;70,00;
2024;"6113";"1276";"0032";"1240";10302;"05FO";"Não";70,00;70,00;70,00;70,00;
2024;"6113";"1276";"0032";"1739";10996;"05UY";"Não";100,00;100,00;100,00;100,00;
2024;"6113";"1276";"0032";"2010";11336;"05UZ";"Não";100,00;100,00;100,00;100,00;
2024;"1144";"1255";"0033";"0047";8831;"06FE";"Não";404.013.424.594,37;470.398.519.795,52;548.405.619.034,71;640.204.442.146,29;
2024;"1144";"1255";"0033";"0048";9516;"06FI";"Não";1.912.394,00;1.892.427,00;1.873.427,00;1.855.389,00;
2024;"2224";"1279";"0034";"0045";8856;"07QV";"Sim";540,00;550,00;560,00;570,00;
2024;"2224";"1279";"0034";"0057";8857;"07QW";"Sim";43,00;47,00;51,00;54,00;
2024;"2224";"1279";"0034";"2092";11450;"07QX";"Não";1,00;0,00;0,00;0,00;
2024;"2303";"1277";"0037";"0054";8927;"064F";"Sim";349,00;379,00;409,00;439,00;
2024;"2303";"1277";"0037";"0139";10607;"05HR";"Sim";284,00;304,00;324,00;344,00;
2024;"2303";"1277";"0037";"0149";8953;"05HS";"Sim";346,00;376,00;406,00;436,00;
2024;"2303";"1277";"0037";"0151";8957;"0571";"Sim";15,00;30,00;45,00;60,00;
2024;"2303";"1277";"0037";"0152";8958;"064G";"Sim";270.513,00;271.870,00;273.227,00;274.584,00;
2024;"2303";"1277";"0037";"0203";9006;"05HV";"Sim";3,00;6,00;9,00;12,00;
2024;"2303";"1277";"0037";"0332";9178;"05HX";"Sim";69.360,00;72.662,00;75.966,00;79.268,00;
2024;"3102";"1274";"0046";"0793";9737;"06RY";"Não";5,00;5,00;5,00;5,00;
2024;"3102";"1274";"0046";"0936";9922;"06RZ";"Não";1,00;0,00;1,00;1,00;
2024;"3102";"1274";"0046";"0940";9928;"070K";"Não";20,00;20,00;20,00;20,00;
2024;"3102";"1274";"0040";"0558";9483;"06NM";"Não";30,00;70,00;90,00;100,00;
2024;"3102";"1274";"0040";"2009";11337;"06NS";"Sim";30,00;45,00;55,00;60,00;
2024;"3102";"1274";"0040";"2011";11338;"06NP";"Sim";25,00;50,00;75,00;100,00;
2024;"2314";"1286";"0048";"0055";8850;"057O";"Sim";3,95;4,02;4,10;4,20;
2024;"5111";"1281";"0039";"1365";10460;"06GP";"Não";32.707,00;34.996,00;37.445,00;40.066,00;
2024;"5111";"1281";"0039";"1368";10463;"06GU";"Não";14.359,00;15.364,00;16.439,00;17.590,00;
2024;"5111";"1281";"0039";"1372";10966;"06GS";"Não";2.500,00;0,00;0,00;0,00;
2024;"3102";"1274";"0044";"0606";9533;"070A";"Não";50,00;25,00;25,00;0,00;
2024;"3102";"1274";"0044";"0622";9564;"06NW";"Não";;;;3,00;
2024;"3102";"1274";"0044";"2014";11340;"06NY";"Sim";0,05;0,08;0,09;;
2024;"3102";"1274";"0045";"0687";9614;"070D";"Não";20,00;20,00;20,00;20,00;
2024;"3102";"1274";"0045";"0751";9688;"06OG";"Sim";99.000,00;240.000,00;379.000,00;;
2024;"3102";"1274";"0045";"0660";9603;"070B";"Sim";24,00;40,00;45,00;47,00;
2024;"3102";"1274";"0045";"0705";9628;"06OB";"Não";2,00;1,00;0,00;1,00;
2024;"3102";"1274";"0045";"0738";9665;"070F";"Não";6,00;3,00;3,00;3,00;
2024;"3102";"1274";"0045";"0746";9673;"06OE";"Não";2,00;2,00;2,00;2,00;
2024;"3102";"1274";"0045";"0761";9694;"06OL";"Sim";1,00;2,00;3,00;4,00;
2024;"3102";"1274";"0045";"0763";9704;"06RO";"Sim";88.500,00;177.000,00;265.500,00;354.000,00;
2024;"3102";"1274";"0045";"0768";9716;"06RQ";"Sim";35.000,00;70.000,00;105.000,00;140.000,00;
2024;"3102";"1274";"0045";"1068";10089;"070J";"Não";1.261.309,00;1.327.359,00;1.393.409,00;1.459.459,00;
2024;"3102";"1274";"0045";"1104";10113;"06RW";"Não";140.000,00;140.000,00;140.000,00;140.000,00;
2024;"3102";"1274";"0045";"3269";12552;"07RC";"Não";6,00;;;;
2024;"3102";"1274";"0045";"3270";12553;"07RB";"Não";2,00;2,00;2,00;2,00;
2024;"6112";"1261";"0050";"0129";10150;"05G5";"Não";12,00;12,00;12,00;12,00;
2024;"6112";"1261";"0050";"0131";10161;"05GF";"Não";75,00;75,00;75,00;75,00;
2024;"6112";"1261";"0050";"0132";9007;"054D";"Não";60,00;70,00;80,00;90,00;
2024;"6112";"1261";"0050";"0134";9014;"05CP";"Não";80,00;85,00;90,00;95,00;
2024;"6112";"1261";"0050";"0135";9016;"054F";"Não";75,00;75,00;75,00;75,00;
2024;"6112";"1261";"0050";"0137";9985;"05CQ";"Não";80,00;80,00;80,00;80,00;
2024;"6112";"1261";"0050";"0144";8947;"0548";"Não";9,00;9,00;9,00;9,00;
2024;"3102";"1274";"0051";"1006";11345;"06S8";"Não";1,00;2,00;3,00;4,00;
2024;"3102";"1274";"0051";"1003";11343;"075X";"Sim";25,00;30,00;35,00;40,00;
2024;"3102";"1274";"0051";"1005";11344;"070T";"Sim";2,00;5,00;10,00;20,00;
2024;"3102";"1274";"0051";"1012";10005;"06S1";"Sim";81,00;139,00;197,00;255,00;
2024;"2321";"1270";"0055";"0066";10834;"064B";"Não";9,00;11,00;16,00;3,00;
2024;"2321";"1270";"0055";"0959";9948;"05ZY";"Sim";49,00;100,00;100,00;100,00;
2024;"2321";"1270";"0055";"0964";9954;"060D";"Sim";67,00;100,00;100,00;100,00;
2024;"2321";"1270";"0055";"0971";8952;"0639";"Sim";62,10;65,40;67,90;74,00;
2024;"2321";"1270";"0055";"0976";9968;"07DC";"Sim";95,00;100,00;100,00;100,00;
2024;"2321";"1270";"0055";"1008";10004;"063A";"Sim";1,59;1,83;1,97;2,13;
2024;"2321";"1270";"0055";"1248";10336;"066M";"Sim";0,00;1,00;2,00;4,00;
2024;"2321";"1270";"0055";"1640";10836;"05WY";"Não";3,00;3,00;1,00;2,00;
2024;"2321";"1270";"0055";"1728";10967;"05X1";"Não";6,00;6,00;6,00;6,00;
2024;"2321";"1270";"0055";"1731";10973;"06CB";"Sim";29,00;37,00;45,00;53,00;
2024;"2321";"1270";"0055";"1732";10974;"05X4";"Sim";5,00;10,00;15,00;19,00;
2024;"2321";"1270";"0055";"1856";11161;"05YI";"Sim";100,00;100,00;100,00;100,00;
2024;"2321";"1270";"0055";"2015";11362;"063B";"Sim";80,00;100,00;100,00;100,00;
2024;"2321";"1270";"0055";"2016";11363;"069P";"Sim";2,50;14,96;24,92;32,38;
2024;"2321";"1270";"0055";"2303";11754;"070L";"Sim";91,00;100,00;100,00;100,00;
2024;"5661";"1289";"0057";"0552";10660;"06RI";"Sim";500,00;1.000,00;1.500,00;2.000,00;
2024;"5661";"1289";"0057";"2258";11624;"06RJ";"Sim";5,00;10,00;15,00;20,00;
2024;"3102";"1274";"0049";"0963";9955;"06S0";"Não";3,00;2,00;2,00;2,00;
2024;"3102";"1274";"0049";"0974";9971;"070N";"Não";55,00;55,00;55,00;55,00;
2024;"2321";"1270";"0056";"0060";8858;"05VK";"Sim";40,00;100,00;100,00;100,00;
2024;"2321";"1270";"0056";"0067";8891;"05XU";"Sim";67,00;100,00;100,00;100,00;
2024;"2321";"1270";"0056";"0069";8890;"05XV";"Sim";67,00;100,00;100,00;100,00;
2024;"2321";"1270";"0056";"0070";8887;"05Y6";"Sim";30,00;60,00;100,00;100,00;
2024;"2321";"1270";"0056";"0072";8886;"05Y4";"Sim";30,00;60,00;100,00;100,00;
2024;"2321";"1270";"0056";"0075";8884;"05Y8";"Sim";55,00;100,00;100,00;100,00;
2024;"2321";"1270";"0056";"0086";8883;"05XQ";"Sim";80,00;90,00;100,00;100,00;
2024;"2321";"1270";"0056";"0099";8892;"05YC";"Sim";99,87;99,92;100,00;100,00;
2024;"2321";"1270";"0056";"0100";8894;"05YB";"Sim";99,00;99,50;100,00;100,00;
2024;"2321";"1270";"0056";"0102";8896;"05YA";"Sim";48,00;100,00;100,00;100,00;
2024;"2321";"1270";"0056";"0105";8905;"05Y2";"Não";39,00;8,00;8,00;0,00;
2024;"2321";"1270";"0056";"0115";8916;"05V9";"Sim";100,00;100,00;100,00;100,00;
2024;"2321";"1270";"0056";"0117";8917;"05VA";"Sim";15,00;50,00;82,00;100,00;
2024;"2321";"1270";"0056";"0118";8919;"05VR";"Sim";100,00;100,00;100,00;100,00;
2024;"2321";"1270";"0056";"0120";8923;"05VD";"Sim";63,00;82,00;100,00;100,00;
2024;"2321";"1270";"0056";"0123";8924;"05VG";"Sim";36,00;61,00;82,00;100,00;
2024;"2321";"1270";"0056";"0124";8925;"05VE";"Sim";50,00;85,00;100,00;100,00;
2024;"2321";"1270";"0056";"0125";8926;"05X9";"Sim";2,08;3,21;3,95;4,32;
2024;"2321";"1270";"0056";"0127";8928;"05Z8";"Sim";58,40;69,10;86,80;100,00;
2024;"2321";"1270";"0056";"0133";8933;"05VO";"Sim";63,00;100,00;100,00;100,00;
2024;"2321";"1270";"0056";"0138";8937;"05VH";"Sim";75,00;100,00;100,00;100,00;
2024;"2321";"1270";"0056";"0154";8978;"05XY";"Sim";65,00;90,00;100,00;100,00;
2024;"2321";"1270";"0056";"0169";8980;"05XW";"Sim";91,00;100,00;100,00;100,00;
2024;"2321";"1270";"0056";"0271";9108;"05XR";"Sim";92,00;100,00;100,00;100,00;
2024;"2321";"1270";"0056";"0287";9120;"05XT";"Sim";100,00;100,00;100,00;100,00;
2024;"2321";"1270";"0056";"0289";9125;"05XS";"Sim";93,00;100,00;100,00;100,00;
2024;"2321";"1270";"0056";"0402";9274;"05YD";"Sim";60,00;100,00;100,00;100,00;
2024;"2321";"1270";"0056";"0404";9276;"05VN";"Sim";40,00;100,00;100,00;100,00;
2024;"2321";"1270";"0056";"1023";10021;"05Z5";"Sim";26,75;51,85;78,69;100,00;
2024;"2321";"1270";"0056";"1033";10027;"05VQ";"Sim";15,60;30,20;80,40;100,00;
2024;"2321";"1270";"0056";"1042";10040;"0638";"Sim";2,49;5,24;7,32;10,56;
2024;"2321";"1270";"0056";"1061";10060;"05WK";"Sim";2.600,00;7.100,00;11.600,00;16.100,00;
2024;"2321";"1270";"0056";"1211";10259;"05WQ";"Sim";340,00;440,00;540,00;640,00;
2024;"2321";"1270";"0056";"1227";10292;"0662";"Sim";8,00;10,00;15,00;20,00;
2024;"2321";"1270";"0056";"1239";10307;"065Z";"Sim";15,00;30,00;45,00;60,00;
2024;"2321";"1270";"0056";"1406";10530;"06GY";"Sim";10,00;90,00;100,00;100,00;
2024;"2321";"1270";"0056";"1725";8950;"062S";"Sim";4,00;8,00;14,00;18,00;
2024;"2321";"1270";"0056";"1757";11032;"0661";"Não";328,00;328,00;328,00;328,00;
2024;"2321";"1270";"0056";"1812";11094;"05V6";"Sim";21,00;50,00;80,00;100,00;
2024;"2321";"1270";"0056";"1816";11100;"05V7";"Sim";100,00;100,00;100,00;100,00;
2024;"2321";"1270";"0056";"1826";11116;"0631";"Sim";90,00;100,00;100,00;100,00;
2024;"2321";"1270";"0056";"1872";11180;"05WP";"Sim";82,00;86,00;90,00;90,00;
2024;"2321";"1270";"0056";"2136";11585;"06KB";"Sim";10,00;20,00;50,00;100,00;
2024;"2321";"1270";"0056";"2137";11586;"06KC";"Sim";10,00;20,00;50,00;100,00;
2024;"2321";"1270";"0056";"2138";11587;"06KD";"Sim";80,00;90,00;100,00;100,00;
2024;"2321";"1270";"0056";"2139";11588;"06KE";"Sim";100,00;100,00;100,00;100,00;
2024;"2321";"1270";"0056";"2119";11474;"06AU";"Sim";0,00;5.000,00;75.000,00;100.000,00;
2024;"2321";"1270";"0056";"2121";11575;"06K0";"Sim";10,00;20,00;50,00;100,00;
2024;"2321";"1270";"0056";"2123";11576;"06K1";"Sim";10,00;20,00;50,00;100,00;
2024;"2321";"1270";"0056";"2126";11577;"06K2";"Sim";10,00;20,00;50,00;100,00;
2024;"2321";"1270";"0056";"2127";11578;"06K3";"Sim";80,00;90,00;100,00;100,00;
2024;"2321";"1270";"0056";"2129";11579;"06K4";"Sim";10,00;20,00;50,00;100,00;
2024;"2321";"1270";"0056";"2130";11580;"06K5";"Sim";50,00;60,00;80,00;100,00;
2024;"2321";"1270";"0056";"2131";11581;"06K7";"Sim";10,00;20,00;50,00;100,00;
2024;"2321";"1270";"0056";"2132";11582;"06K8";"Sim";10,00;20,00;50,00;100,00;
2024;"2321";"1270";"0056";"2134";11583;"06K9";"Sim";10,00;20,00;50,00;100,00;
2024;"2321";"1270";"0056";"2135";11584;"06KA";"Sim";10,00;20,00;50,00;100,00;
2024;"2321";"1270";"0056";"2140";11589;"06KF";"Sim";5,00;35,00;75,00;100,00;
2024;"2321";"1270";"0056";"2164";11590;"06KG";"Sim";95,00;100,00;100,00;100,00;
2024;"2321";"1270";"0056";"2217";11591;"06KH";"Sim";10,00;20,00;50,00;100,00;
2024;"2321";"1270";"0056";"2218";11592;"06KI";"Sim";10,00;20,00;50,00;100,00;
2024;"2321";"1270";"0056";"2219";11593;"06KJ";"Sim";10,00;20,00;50,00;100,00;
2024;"2321";"1270";"0056";"2220";11594;"06KK";"Sim";10,00;20,00;50,00;100,00;
2024;"2321";"1270";"0056";"2221";11595;"06KL";"Sim";10,00;20,00;50,00;100,00;
2024;"2321";"1270";"0056";"2222";11574;"06JZ";"Sim";10,00;20,00;50,00;100,00;
2024;"2321";"1270";"0056";"2223";11573;"06JX";"Sim";10,00;20,00;50,00;100,00;
2024;"2321";"1270";"0056";"2224";11572;"06JW";"Sim";10,00;20,00;50,00;100,00;
2024;"2321";"1270";"0056";"2225";11571;"06JV";"Sim";10,00;20,00;50,00;100,00;
2024;"2321";"1270";"0056";"2226";11570;"06JT";"Sim";10,00;20,00;50,00;100,00;
2024;"2321";"1270";"0056";"2227";11565;"06J3";"Sim";10,00;20,00;50,00;100,00;
2024;"2321";"1270";"0056";"2229";11564;"06J2";"Não";100,00;0,00;0,00;0,00;
2024;"2321";"1270";"0056";"2306";11752;"070H";"Sim";20,00;40,00;50,00;100,00;
2024;"2321";"1270";"0056";"2307";11777;"073L";"Sim";21,00;50,00;80,00;100,00;
